user_id,tweet_id,tweet_text,class
user0396,f2f5c2ba72dd,No puedo seguir muriendo lentamente.   #Anorexia #Bulimia,anorexia
user0397,766612d68655,"algún consejo para um abdomen plano ? 
#instachile #instalike  #deporte",anorexia
user0398,5fefc1270724,"Mi abuela haciéndome la intriga de que yo no como por días, ya va a mandar a llamar al doctor D:",anorexia
user0399,8e855a7dc3b7,"Hace 4 años que la abandone... Y porfin hoy empece desde cero a ser princesa 
(no fue mucho..pero..por algo se empieza)",anorexia
user0400,b211cf2fcd4f,En sabes que fallaste cuando has comido,anorexia
user0401,85d894fad197,"Si isieran una fila de a quien le doy asco... Seria la primera en la fila y mi familia la segunda....
 
#malditavida",anorexia
user0402,73bcdc514981,"Este aliento a ""estómago vacío"". #proana #anorexia",anorexia
user0403,d7bc15e98da5,Jajaja  y sus consecuencias (-_-)' el ser humano siempre hace las cosas sin saber lo que vendra ush a recuperarme ps no hay de otra.,anorexia
user0404,34dec7293d7a,Mejorando el pace por medio minuto.. Excelente #workout #fit  #saludable #salud #runner #running #correr #health #panamarunners #BoldRunners #Panama https://www.instagram.com/p/BvP8vCyHYrv/?utm_source=ig_twitter_share&igshid=i6ietp64rekx …,control
user0405,1ffd75f6b2d0,"¿Por qué el ideal de belleza que se transmite es de delgadez, de infrapeso?

#anorexia #bulimia #belleza 

 http://ow.ly/zbPwT",anorexia
user0406,bcc6c6fda581,Has vivido alguna vez esa sensacion d despertar en la manana y sentirte triste y cansada de saber q debes sobrevivir otro dia mas,anorexia
user0407,ab574f83739c,Comer no es bueno  #Princesas,anorexia
user0408,a186173a8f83,Amputándome una pierna para poder alcanzar mi peso ideal,anorexia
user0409,50f1a9cf0b54,"El desayuno, mi comida preferida del día 
Hay que ir cogiendo fuerzas 
#aguacate  #tomate  #aceite #coffee  #cafe #rawfood #raw  #nutriciondeportiva #healthyfood #nutrition #nutricion #nutritionist #breakfast #desayuno #delicious #lomejordeldia #yummy",control
user0410,7891f70854e2,Buenas noches! Hora de cenar!  #dieta,control
user0411,6213c340e0bb,"""En la piscina no me bañaba ni me quitaba la ropa porque estaba muy insegura"" Testimonio #anorexia #bulimia  http://ow.ly/Ar4Wy",anorexia
user0412,b6784157688a,"Lo que hoy parece un sacrificio,  mañana será el mayor logro de tu vida.  No te rindas. 

#frases 
#frasesanaymia",anorexia
user0413,d0db50056ee5,Ser una princesa cuesta,anorexia
user0414,985f2f49271e,¿Que huesos te gustan más? #proana #thinspo,anorexia
user0415,7594a3cf1ffc,"Anchoas caseras para un desayuno rico en Omega 3
#lowcarbdiet #alimentacionsaludable  #adelgazar #dieta #realfooding https://www.instagram.com/p/BuGENONH6Iu/?utm_source=ig_twitter_share&igshid=dtrezjtic0ov …",control
user0416,d480d0ae66c4,"Tengo hambre y no tengo sueño, y si mejor muero para no comer, se puede Dios?, si gracias #ana #mia #bulimia #anorexia #proana #promia",anorexia
user0417,ad2e2dd931ce,"✞No lo intentes, solo hazlo.✞#anorexia  #bulimia",anorexia
user0418,2ba34a50552a,"Nunca te des por vencido

Gracias revista Runnin.  Excelente frase
  Nunca dejes de correr 
Si se puede #runningteamsuperacion  #salud #healthylifestyle #healthyfood #ejercicios 
 motivation
#yoelegicorrer #runningteamsuperacion",control
user0419,586aed74c733,Por qué esta sociedad aplaude la cultura de la delgadez y nos insiste en ella en verano? http://ow.ly/zzV1r  #anorexia #bulimia,anorexia
user0420,1bc52dfa22c0,"Comenzamos nuestro proyecto de alimentación #Realfooding en el ACE, queremos aprender a comer  con @nutri_rivers :)",control
user0421,0d714ae50feb,"Fitness con propósito. Compra tu boleta ya en http://www.ticketexpress.com.co 
Y unete a la vision de la fundación Cathy Salguero ""sanando la vida de un niño""
#fundacion #niños #colombia … https://www.instagram.com/p/BvP6GSggVtR/?utm_source=ig_twitter_share&igshid=1tessbnkl3hur …",control
user0422,b3abad8f2f9d,Así han probado hoy los distintos aceites nuestros/as alumnos/as en el comedor. No han dejado ni un trocito de pan mojando en el plato. #sodexo #dietamediterránea  #megustaelcampohermoso @ CEIP Campohermoso — at CEIP Campohermoso https://www.facebook.com/136563014698/posts/10157078835279699/ …,control
user0423,7a088fcb499d,"Festivo: día en el que puedes entrenar, irte a pasear e incluso de senderismo acompañado a ser posible y con comida saludable.

No excusas. Si oportunidades.

#Sevillahoy #Salud #SaludyBienestar #saludable  #Nutrición #fitnessaddict #fitnesslife",control
user0424,c7c3ba0e010c,"Hoy ha sido un día asqueroso, mis ´´amigas´´ pasan de mí y creo que hasta me critican y encima me veo mucho mas gorda aagg... ayudaa",anorexia
user0425,19c429cd060d,"Quiero ser delgada, encantadora, etc ...
#thinspo  #ana",anorexia
user0426,6c983fc37e23,"Poco más que decir... supera tus excusas y fortalece tu voluntad. Si tienes un objetivo, no te conviertas en tu enemigo. Vamos a por ello!! 
....
...
#backtohuman #health  #fit #naturaleza #crossfit addict #entrenamiento  #workout  #cardio …",control
user0427,26bf6646a94a,4 días y menos de 1000 calorías  diarias.,anorexia
user0428,33354b830c47,"Llevo 26 horas de ayuno.

#Thinspo",anorexia
user0429,84975fec41cf,Segundo día de ayuno completado,anorexia
user0430,43f10e61b926,"#bajardepeso  Orégano: propiedades, beneficios y su uso en la cocina",control
user0431,9fefaa822e19,"Prueba nuestra #pizzacarbonara con salsa carbonara, mozzarella, cebolla fresca, bacon, champiñones y extra de mozzarella... mmm... 
.
.
.
#valdemoro #pizzaday #pizzatime #pizza #food #foodie #foodieaddicts  #pizzeria #pizzaadomicilio #carbonara #pizzeriacarlosvaldemoro",control
user0432,2079fcb3af18,Mi desayuno  de hoy: Yogur griego natural con kiwi y galletas de cacao (de @lamesa_gourmet) y avena.,control
user0433,5e3627f69850,"MOLLEJA a la PLANCHA para BAJAR la PANZA y Acelerar la Reducción de GRASA
Mira el video completo https://youtu.be/nTykiEZe9dc  

#adelgazar #alimentacionsana #cocinasaludable #comerbien #comersano #comidafitness  #comidasaludable #comidasana #dietasana #paleodiet #proteina",control
user0434,323ca8a500d3,"GYM
Todo por llegar a la perfeccion

 #misamigas",anorexia
user0435,3b9bdcac4e90,"Lo haces y punto. 
#ayuno   #thinspo",anorexia
user0436,ac040d24dc61,Una vez caes en los brazos de Ana y Mía siempre las llevarás contigo. La clave está en no permitir que ellas controlen tu vida. Es difícil pero no imposible. #Ana #Mia  #StayStrong #Keepfighting,anorexia
user0437,60af8d0d9ef0,"Comer y vomitar ""Quería comerlo todo, probar todo lo que en meses me había negado  #AnorexiayBulimia #TCA …http://anorexiabulimiayotrosdesordenes.blogspot.mx/2015/08/comer-y-vomitar.html …",anorexia
user0438,44e5c66e7c9f,"El cuerpo que busca  devora proteínas, el cerebro es pura proteína.  se comen literalmente tu cerebro. ¿Es eso perfección?",control
user0439,5426ca623ca7,"Mi más sincera enhorabuena a @nutri_rivers por su iniciativa .
Según he podido saber, hoy a las 12pm habrá conseguido su objetivo: todos los españoles saldremos de Matrix y comeremos comida real mientras suenan las 12 campanadas.
Ya puede retirarse tranquilo.",control
user0440,18e72d1332e0,No me he pesado pero juro que en un mes volveré a ser el Juan de 57 kilos de antes   vuelvan a mi Porfa,anorexia
user0441,764499ff1e24,La felicidad es darte cuenta del tiempo que llevas sin acordarte de esta enfermedad #Anorexia #Thinspo  http://ow.ly/UFQzF,anorexia
user0442,7a0d0d6c9b12,"¿Quieres una comida ligera? Este platillo es ideal para ti. 
Disfruta de una deliciosa ensalada solo en Parcela 70.  
Conoce nuestro menú: https://www.parcela70.com/es/#menu_section …      
 #ComidaGourmet #Restaurant #Restaurante #RestauranteMexicano",control
user0443,4a0848b5375d,"Debo tener cara de ultraprocesado porque me han echado del grupo de FB de @nutri_rivers (Realfood). He intentado publicar enlace a la app. Al ver que no lo aceptaban, les he pedido explicaciones. Y en su lugar he recibido la expulsión del grupo.  ing",control
user0444,6c951b19172c,"Creo que el que no lo sufre no sabe de lo que se trata, no es tan sencillo como parece",anorexia
user0445,e93a19c447f1,tengo hambre pero no las puedo refrudar ahora,anorexia
user0446,8e059f030535,me siento mal de nuevo porque me siento cada día más gorda y no paro de comer ya fue  #mejoresamigas,anorexia
user0447,3abeaba1dcff,"comí demasiado, enséñenme a vomitar",anorexia
user0448,940ca30a1733,"Solo quieres un cuerpo bonito, que te miren con otros ojos y reconozcan tu tipo.
 #sad #cat #suicide",anorexia
user0449,9f24679bc2df,"Todas las que tenemos un TCA 
Amamos la comida
Lo que odiamos es nuestro desgraciado cuerpo",anorexia
user0450,590b3e4df71f,"Otro día más que se vuelve a repetir cuando me miro al espejo. 
Otro día más que no he vuelto a sonreír por este horrible tormento.",anorexia
user0451,926bb5b82331,lavense los dientes mucho para que no les den ganas de comer y aparte no sean puercas no mamen  #tip #anatips #anamia,anorexia
user0452,c86984e1aae1,"Inspiración princesas, no abandonéis :)  #ana #mia #thinspo #thinspiration Porque no puedo ser como ellas? en vez de ser una gorda",anorexia
user0453,9cc97a9c7790,"RT @ActivateCadiz: Todavía piensas que comer sano es aburrido? Hoy para comer, una deliciosa berenjena a la parmesana!!  ing   #vidasana #habitosaludables #cadiz #sindietas #perderpeso",control
user0454,33037e5a479e,"Sin darse la cabeza contra la pared uno no crece! Lo importante es aprender y seguir!

#mcm #wcw #fitfam #fitspo  #transformationtuesday #quote #quotes #inspiring… https://www.instagram.com/matiascamiletti/p/BvVSKZPlMwv/?utm_source=ig_twitter_share&igshid=1tj287161eztr …",control
user0455,0f056b103eab,"las tallas de la ropa 
g=gorda
m=me mato de ambre por bajar  
ch=chingada madre no me entra",anorexia
user0456,1744de8e4ef9,El  ya no sabe cómo ganar adeptos,control
user0457,bc175640ffd3,"Querida #princess. Sé que en el fondo querés dejar a . ¿Te digo algo? 30% lo logra. Sos fuerte y hermosa, y Jesús puede ayudarte.",anorexia
user0458,80d9f2050e4d,"Las chicas bonitas no comen. 
#Thinspiration  #DontEat",anorexia
user0459,86d3eb6df4b4,"Me di un atracón con chipa y torta de ricota, por suerte mia me ayudó #ana #mia #anorexia #bulimia  #proana #promia #ed #tca",anorexia
user0460,a6fa00a839fc,"Sexto día completo, los días han sido tan duros pero sigo en pie y no me rendiré.
#RexyBill",anorexia
user0461,d9b53d7fe0de,"¿Qué tal va el viernes? Por aquí de lujo, mirar...
.
.
hamburguesa de cerdo.
arroz basmati con tomate.

#arrozbasmati #tomatefrito #hamburguesa #viernes #comidasana … https://www.instagram.com/p/BtV-icMB38M/?utm_source=ig_twitter_share&igshid=r55re4weurhp …",control
user0462,cf0f527a8227,"Macarrones integrales con queso, cebolla, huevo, tomate y atún. Un clásico que siempre triunfa.
.
.
.
#pasta #macarrones #integral #queso #atún #huevo #cebolla  er  #sunday #domingo #simplementemicocina #blog #blogger #enfami… https://ift.tt/2Hm6p62",control
user0463,2d21d4ba1cd3,"Yogur griego y fresas 
Buenas noches en peace! 
.
.
.
#fruitlover #fruit #ensaladadefrutas #mágia #instamagic #postre  er #postresaludable #instafood #instafruit… https://www.instagram.com/p/BvCtmgjF_MZ/?utm_source=ig_twitter_share&igshid=8mty4o6z52g7 …",control
user0464,da929aa345b9,"@DaBrunette quisieras, ya subí de nuevo esos pinches 5 kilos que baje hace una semana  necesito",anorexia
user0465,28beaa8d571e,"Cero comida, puro líquido",anorexia
user0466,ac80b7898466,"Para que los hombros no sufran cuando nadas hay que seguir una serie de parámetros. La rotación del cuerpo es importante para facilitar la postura sin necesidad de hacer movimientos algo rígidos, lo que conduce a lesiones
 #ejercicio #natacion #tip",control
user0467,6b4e420fd2e1,"Odio mi vida, doy asco! #thinspiration #thinspo  #ana",anorexia
user0468,9d210e98c131,"Ustedes saben que? 

Llevo 2 horas tratando d comer... la comida no va ni a mitad y ya estoy jarta...

Cuántas libras rebajé? es pa saber si ya puedo usar los hashtags #fit  y todo eso",control
user0469,a400815f5779,"Estoy en contra de . Si quieres ser perfecta come equilibrado, hay otras formas. Siendo como ellas te vuelves imperfecta e idiota.",anorexia
user0470,8593760ac6f3,La desinformación estética va más  allá.  siguen siendo tendencia con el objetivo de enfermizar. #TCA #psicologia #barcelona,control
user0471,2ca6996d59cf,"Lista para iniciar el dia xD ok falta para ir al cole <|3

Será volver a la cinta
Vientre plano voy por ti",anorexia
user0472,085cce5abc29,"jajajaja 
Por eso ya soy del club de  #CuerpoDePelota",anorexia
user0473,bca2bc701a4c,"CONCLUSIÓN
Si el objetivo es la #salud:
 lo más cercano al 100%

Si es aumento constante de #hipertrofia:
Contar calorías e introducir,estratégicamente, ultraprocesados https://www.youtube.com/watch?v=jt1DBSbxHiM …
Discrepo que la 1ª solo cree cuerpo #fofisano
#Gimnasio #EnForma @angel7real",control
user0474,b5b0ddccb700,"Garbanzos salteados con champiñones y huevo.
Rápido y sencillo   er  ing https://ift.tt/2xUBWWX",control
user0475,ef7ac58013d0,Por favor omitan mis ojeras  addict #legday #fitgirl girl #fitlife #gym #gimnasio #pierna #abs https://www.instagram.com/p/BvE6KNIlwLN/?utm_source=ig_twitter_share&igshid=1fz1r2lsyrcxn …,control
user0476,935ae5e90647,"Comer de taper es sinónimo de saludable, fácil y económico 
.
.
Hoy: patata , tortilla  y brócoli  
.
.
#nutricionista #dietista #taper #instafood #instaeat   #comidasana #saludable",control
user0477,88645e255144,"Sintetiza los aminoácidos, nos ayuda a tratar las lesiones, beneficia el flujo sanguíneo y favorece el desarrollo muscular.
.
.
#energia #pro #beastmode #gym #aesthetics  #sports… https://www.instagram.com/p/BvO1e5kD5wR/?utm_source=ig_twitter_share&igshid=8c7z9l3pq5kv …",control
user0478,f23ab4468cf1,"Mi vida es una mierda literal 
#SoloVomita  #princesasenproceso #queascomedoy !!",anorexia
user0479,059bb5b411a7,"Unas d mis Frases de vida ""un poco menos q ayer"" 》peso《》comida《》ganas de vivir《 etc....  #dieta #streme",anorexia
user0480,b2a9a745c191,"Ya está la mesa puesta. 
#sundayfood #domingosencasa #behappy",control
user0481,5d455e4e4844,Me acaban de decir en el grupo de ing que las sardinas en aceite de oliva y caballa que son ultraprocesado yo ya me bajo de la vida,control
user0482,654f529d7ca7,"Con éste frío.....¿nos apetece una sopita caliente?.
Os dejo en IGTV el vídeo de cómo he preparado mi sopa de verduras , cúrcuma jengibre y tofu.
Pasaros por allí comentarme que os ha parecido.
.
.
.
.
#comida  #comidasana #food #foodporn #veg… http://bit.ly/2GbPjXO",control
user0483,2f6ef168dee8,Sera que detrás de todas esas cuentas  les sirviera como para haber bajado de peso o siguen igual de gordas  Vía @RbRebek,anorexia
user0484,d3e5a2017b0f,#bajardepeso  Corre más y mejor: cinco ejercicios de entrenamiento funcional que no pueden faltarte si eres runner,control
user0485,20604767f68e,"Nada si no hay que hacer ponga a #caminar despeje su mente aclare sus #ideas 

 #gym motivation life addict trainer lifestyle goals… https://www.instagram.com/p/BvFEOD3iJPR/?utm_source=ig_twitter_share&igshid=1wqnoecpm638s …",control
user0486,b8800fc029dd,"Y yo gritare ""Al fin soy feliz""  # #soledad #suicida #Depresion #cortes #autoleciones #mifelicidad #alfin",anorexia
user0487,ccdc1b079e69,Nunca voy a estar conforme conmigo misma,anorexia
user0488,e05a495adce3,"Si, duele el tener hambre. Pero duele mas ser gorda.",anorexia
user0489,0cdf994a8920,Hasta que mí orgullo alcance el punto máximo. Hasta qué mis huesos se noten. Hasta que mí cabeza sea más grande que mí cuerpo entero. Hasta llegar a ser nada. Hasta morir  #Depresion #killme #hastaloshuesos,anorexia
user0490,0387e1a9b2cf,"Todavía no sabes que comer hoy...
pues deja que te ayude; te propongo de primero esta rica ENSALADA DE PIMIENTOS ASADOS... 
RECETA > http://cocineraymadre.com/2016/12/12/ensalada-de-pimientos-asados/ …
#recetas #ensalada #pimientos #comida #menú #FelizJueves  #pimientos",control
user0491,d44b4cf02a28,Qué más se puede pedir?  er  ing https://ift.tt/2JZwAOr,control
user0492,97d65684a46d,"Que lindo saber que estas vacía por dentro, sin ninguna caloría de más. #Ana #Mia #Anorexica #Bulimica",anorexia
user0493,1f6276fa6156,"Nadie puede entender lo que pasa dentro nuestro, y que tan solo es un estilo de vida, algo que NOSOTRAS elegimos",anorexia
user0494,70072034b516,Soy una gorda de mierda,anorexia
user0495,4e5b963c0b39,"Después de unos días de excesos con las comidas navideñas lo mejor es añadir unas dosis extras de frutas y verduras. Y si son de @FrutaAbueloPedr mejor que mejor!! 
#mercadodelapaz #mercadosdemadrid #frutasyverduras #fruteria #dietasana #comefruta #comeverduras",control
user0496,1b8750e2044a,"1 huevo, 30 gr d copos d avena, 1 platano, una pizca d levadura y una onza de chocolate negro 81%. 3 minutos al microondas. Llámalo bizcochito, mugcake, chuskei, Magdalenón o como quieras. Pero es",control
user0497,cd174df77b6a,"¿TUS HIJOS SON ADOLESCENTES SEDENTARIOS?
Promover la actividad física es un deber de cada família. 
¡Anima a tus hij@s a disfrutar, divertirse y hacer ejercicio!Clases especiales de ZUMBA FITNESS ADOLESCENTES Miércoles 18h.
WHATSSAP- 634530058 #castingediae #zumba",control
user0498,d0339556594d,"¿#Sabiasque el #pimiento contiene más #VitaminaC que la Naranja?   El #pimientorojo tiene casi 3 veces más de vitamina C que la naranja . Este invierno incluye #pimiento en tu dieta. #Mecomounpimiento http://www.elcamaleonverde.com 

#Rebajas #Healthyfood  #Eco #VitaminaC",control
user0499,19249273cff7,USOS DE LA CANELA PARA LA BELLEZA Y LA SALUD | Carla Diaz https://youtu.be/ZDdf9l8o2Gg  #agua #tea #té #adelgazar #bebidas  #metabolismo #deshidratacion #hidratacion,control
user0500,c3d7c2fc9f9f,"Todaaaa mi familia comiendo, yo aquí con ustedes  en la habitación siendo fuertes, no debo  arruinar el día! :3",anorexia
user0501,8b72d54a4880,"40k., un kilo menos y meta cumplida!!

#anaforever #ana  #skinnylegs https://www.instagram.com/p/BAwRoKLFg-k/",anorexia
user0502,3c82cafc09d1,"Rebajas que muestran una imagen ""imposible"" de la mujer real
#anorexia  #delgadez

http://ow.ly/B7pB302qZK0",control
user0503,8c5d3bb6afc5,No creas que eres la unica. Somos unos cuantos que luchamos contra ese maldito plato de mierda. #proana #promia,anorexia
user0504,9d1d356a3294,"¿A o B?¿Qué opinas sobre la realidad a la hora de perder peso?
Dime algo en los comentarios.
#perderpeso #laultimadieta #dieta #nutricion #nutricionista #habito #habitossaludables #dietas #dietista #cambiodementalidad #tupuedes #objetivos #comebien  er #salud",control
user0505,fe5930dee4cd,"Cómo es que no existen leyes para cerrar webs que inducen a la #anorexia? 

#proana #promia  http://ow.ly/I2RRt",control
user0506,260c2bef6e79,Aún me siento re dopado de tantas pastillas q tome anoche y tengo que encarar el laburo #coldprince   #xanax #high #dope #atjob,anorexia
user0507,11b507efaa36,"Gran parte del secreto de nuestro éxito se debe a un #equipo profesional, entregado y enamorado de su trabajo. ¡Un #brindis por ellos!
Reservas:   http://www.bacherestaurante.com  y   91 828 95 88
.
.
.
#bacheresta #madrid #chamberi #restaurante #chef",control
user0508,3f6688f89496,Es esencial encontrar el equilibrio entre una buena #dieta y la práctica de ejercicio físico http://ow.ly/dAbL30o58M8  #salud #deprote,control
user0509,996e00d45ddc,Tomen un litro de agua antes de cada comida y van a tener menos hambre para estar flaquitas #FrancisientaTips #Tiny,anorexia
user0510,b331fd306af7,"Quema grasa con estos ejercicios de alta intensidad
 #ejercicio",control
user0511,529272fb3c8e,"No es lo mismo usar un buzo de talle 3 suelto que talle 1
#thin  #claviculas #thinsgap #thinspo  #outfit",anorexia
user0512,03fdd00e0a29,"¿Ese papel te lo has hecho tú? Me gusta y creo que me haré algo similar en mi nueva casa.
Un truco que tengo yo es seguir cuentas de nutricionistas que se rigen por la  
Me ayuda muchísimo a seleccionar productos de calidad y desechar lo que es azuCACA",control
user0513,5694dd8a323f,"Muy de acuerdo contigo. Existe la creencia totalmente equivocada que todo lo que viene de la industria alimentaria no es sano o no es  y se opta por elaboraciones caseras menos seguras y muchas veces, menos saludables.",control
user0514,66733a1a83d5,"mi plato de harvard deconstruído para comer en el trabajo

#menjarsaludable  #veggie",control
user0515,555432ec3998,"Mi mamá me dijo ""ven a almorzar"" pero ya comí al desayuno y no pienso vomitar dos veces en el dia",anorexia
user0516,b14a8693b310,"#suicidegirls #haters 

Ser quien quieras no deberia de importarle a los demás al fin y al cabo cada quien se  mata a su manera ;-;",anorexia
user0517,4ed8cfd895e7,Me siento llena y eso me da mucho asco... #ana #mia  #anorexia #bulimia #proana #promia #ed,anorexia
user0518,cbbbbfec8181,Like todos los  que me siguen,control
user0519,4d9fcc9dd3b1,cuando cenen ligero tomen mucha agua para sentirse llenas y se duermen para que ya no les de hambre hasta el otro dia  #tip #anatips,anorexia
user0520,7412d51660dd,"Por fin es lunes 

No dejes que el #bluemonday te haga empezar la semana con mal pie.

Un buen café  tostadas  y nuestros zumosnaturales te darán toda la energía que necesitas para empezar la semana a tope 

#centralparkleon #desayuno  #healthy #leonesp",control
user0521,61c58d962af3,tengo tanto hambre que me duele el estomago y no se si podré aguantar mas ptm  #anamia,anorexia
user0522,70f28072608b,"Ganas de comer algo dulce, mira esta receta de budin de pan reducido en calorias

 http://ow.ly/15zn30m3QOk 
#vegetarian #eat #easyrecipes #foodpics #glutenfree #lifestyle #diet #kitchen #vegetables #foodblogger #motivation  #recetas #food #nutricion",control
user0523,faa46fe98b2c,Tengo hambre pero no tengo ganas de comer,anorexia
user0524,7be352295ac5,"Crónicas de una Bulímica: Galletas de chocolate,tarta de queso,barritas de chocolate..una vomitona y 5 laxantes.  #QUEGUAYSOY #ED",anorexia
user0525,aa864020a943,Un accesorio hermoso y perfecto.  #CollarBones #Thinspiration,anorexia
user0526,c81661c7ad2b,ojalá las  fans no me vomiten por los tweets q estoy poniendo ah bueno y tampoco nos olvidemos de los #anoymio basta si jaj,anorexia
user0527,f74cc666ec6e,Cuando una imagen vale más que mil palabras... #salud #eatclean #exercise #motivation   #fitlife #fit #training #bodybuilder #health #healthyfood #fitfam #workout #gym… https://www.instagram.com/p/BpmTATfhi3Q/?utm_source=ig_twitter_share&igshid=27bz9hzmm0lq …,control
user0528,79acf774fd10,"Llega la noche y estas fotos..
#coldprince  #proana #promia #anorexia #bulimia #depresion #grunge #depressed #suicide #suicidal #yonki #cocaine #satanic #satan

https://www.instagram.com/p/Bo8BNx8lauu/?utm_source=ig_share_sheet&igshid=1uew9az4yveuh …",anorexia
user0529,85f769512528,secretos  : mi mente es un infierno de frases hirientes q me demuestran q no para todos es la vida,anorexia
user0530,84a342b2bfd1,"Cena saludable y rapidita. ¿Quién no disfrutaría de comer así?

#Sevillahoy #Salud #saludable #SaludPública ing  #Dieta #Nutrición",control
user0531,5fe13f17a437,"Alimentación equilibrada es aquella que incluye una diversidad suficiente de alimentos en las cantidades adecuadas. 

En parcela 70 encontrarás las mejores ensaladas del valle. 

 #ComidaGourmet #Restaurant #Restaurante #RestauranteMexicano #Comidas #Ensenada",control
user0532,46ff1fbea620,Por tener un Cuerpo Delgado&Perfecto Ya no comeré & Haré Más Ejercicio Solo Tomare agua y masticare Chicles,anorexia
user0533,2076f72e8472,"Expertos en nutrición opinan sobre una tendencia de alimentación que reivindican ""la comida de nuestras abuelas"".
 #comudadesiempre",control
user0534,6bf88a13c37f,"¿soy la única a la que después de vomitar por mucho que se limpie las manos le apestan los tres dedos a vomito?
  #bulimia #bulimicgirl #bulimic #anorexia #anorexiaeetclub #anorexic #proana #promia #TCA #ED",anorexia
user0535,672e187017a3,Me alegro de que se tomen medidas contra algunos en Twitter pero a ver sí empiezan a tomarlas también con,control
user0536,3990f62a3dc6,La cara oculta de los trastornos alimenticios en las redes sociales... http://ow.ly/zN77J   #anorexia #bulimia,control
user0537,79e73a00bb8d,Necesitaría ir dejando de comer antes de ir a acostarme,anorexia
user0538,fb218e18f999,"""El día en que una marca ponga tallas normales con las que se pueda identificar, triunfará"" #anorexia",anorexia
user0539,5042206b1637,No busco suicidarme si hacerme el daño suficiente para que el destino se encarge de eso  #cruelverdad,anorexia
user0540,a5bba08b2fcd,"Evita las comidas familiares, falta de apetito y rechaza las comidas calóricas... #anorexia #bulimia  http://ow.ly/JLwlb",anorexia
user0541,9bc33b04c111,"Si hay que morir... Tarde o temprano  hay que conseguirlo,me da igual morir en el intento  #cicatrices",anorexia
user0542,3f8884d08026,"Recuerdo el momento en que elegí pedir ayuda a gritos...  -Testimonio  #anorexia #bulimia

 http://ow.ly/F5Lxo",control
user0543,8f0b5c8a4091,Echando fuera un poquito de mala leche con mis amiguitas  #wednesday #gym  #fit girl #fitgirl #press #picoftheday #chest #chestpress #weightlifting  @iMisut en… https://www.instagram.com/p/BvPXCSwDtlf/?utm_source=ig_twitter_share&igshid=y5ksgchb2pn4 …,control
user0544,d8da721a1ab7,"Mas que poder es, es creer en lo que no es posible.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#love #photooftheday #socialite #instagood #followforfollowback  #follow #food… https://www.instagram.com/p/BvIXDHVA6xD/?utm_source=ig_twitter_share&igshid=eqsqid9og2q3 …",control
user0545,4081e0f0f052,"Tengo mareos, me duele la cabeza, me Tiemblan los brazos y piernas, pero con todo eso seguiré mi  ayuno, no me rendiré.
#RexyBill",anorexia
user0546,9bcd09d284bd,"Aveces quiero tirar la toalla, pero algo dentro de mi dice, no comas, sigue, pronto seras delgado.
#RexyBill",anorexia
user0547,def40b9b712f,"Increíble, reír es bueno para adelgazar. Los efectos quemagrasas de la risa equivalen a una sesión de ejercicios aeróbicos intensos.",anorexia
user0548,8c839b17873d,"Transpire como una cerda, no me extraña, si eso soy #ana #mia #anorexia #bulimia  #proana #promia #ed #tca",anorexia
user0549,89a948498877,"Yo al final no entiendo nada: si haces una dieta alcalina mal, no existen los superalimentos, los detox no desintoxican nada, no hay alimentos que limpien para eso se encargan los organos del cuerpo, etc. Ahora, lo del  si mola, porque claro, hay comida real y falsa...",control
user0550,dd9653b58271,"El bacalao sí que es un #superalimento y en nuestro #blog te apuntamos algunos datos y curiosidades sobre este #pescado , genuino #rey  del #mar  
.
.
.
#cadiz #pescado #bacalao #recetas #cocina  #foodie #gastronomia  #comidasana

http://mtr.cool/gewlvcy",control
user0551,5a913bed6ded,"Debo organizar mi vida perdí el control por 2 días y debo retomarlo o seguiré siendo un cerdo, gordo y feo
#RexyBill",anorexia
user0552,b98b865e3fba,Cuando me da Hambre tomo agua porque,anorexia
user0553,c6b9accadfc3,"Cuando recibis las compras saludables de los pacientes on line 

#asesoriaonline #nutricion #saludable #healthy #medicina #eatclean #sano #saludable   #perdergrasa… https://www.instagram.com/p/BuCjR36Bo9m/?utm_source=ig_twitter_share&igshid=nte0ooj3b4ty …",control
user0554,d8ab97429fdf,Salir del gimnasio y aunque todo te de vueltas es lo mejor que puede pasarte. Eso es por hiciste algo bien.   #Anorexia #Bulimia,anorexia
user0555,e952790e752a,"Esto lo he escrito para todas aquellas personas que necesiten ayuda. A quienes siempre habéis estado ahí, deciros que os quiero. El apoyo es importante cuando uno decide cambiar.  ing",control
user0556,7bbaa809757d,"Empezamos tranqui la mañana, voy a quemar 800 a la tarde y ayuno hasta las 19, si puedo lo extiendo todo el día, igual no me voy a exigir, porque si no seguro me voy a dar un atracón #ana #mia #anorexia #bulimia  #proana #promia #ed #tca",anorexia
user0557,1af483a17b61,El precio de querer ser princesa,anorexia
user0558,116f2d525c43,"¿Quieres aprender a comer? ¿Qué alimentos no deben faltar en tu #Alimentación? Nuestros #docentes te forman en #nutrición adaptando cada curso a cualquier tipo de negocio. 

#Formación",control
user0559,45aff8e7dbc3,No te conformes si no estas asi  https://www.instagram.com/p/BAxtzZShFPz/,anorexia
user0560,6fa55af338cd,El éxito no tiene asuetos. #reto30dias #uneteamiequipo #siyopuedotupuedes,control
user0561,71cee9fd07ee,"Ya voy a dejar de comer, lo decidí!!!!",anorexia
